targeting type,targeting value,date
os versions,ios 10.0 and above,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
languages,arabic,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
interests,cooking,2023-08-08 00:00:00
interests,foodie news and general info,2023-08-08 00:00:00
keywords,facebook,2023-08-08 00:00:00
conversation topics,political news,2023-08-08 00:00:00
follower look-alikes,@skysports,2023-08-08 00:00:00
follower look-alikes,@cnnpolitics,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
age,18 and up,2023-08-08 00:00:00
list,exclude audience list,2023-08-08 00:00:00
list,exclude audience list20210218,2023-08-08 00:00:00
list,exclude audience list20210118,2023-08-08 00:00:00
interests,entertainment awards,2023-08-08 00:00:00
interests,technology,2023-08-08 00:00:00
interests,music festivals and concerts,2023-08-08 00:00:00
interests,green solutions,2023-08-08 00:00:00
keywords,football,2023-08-08 00:00:00
interests,government,2023-08-08 00:00:00
interests,animation,2023-08-08 00:00:00
interests,science news,2023-08-08 00:00:00
interests,weather,2023-08-08 00:00:00
interests,geography,2023-08-08 00:00:00
interests,space and astronomy,2023-08-08 00:00:00
interests,physics,2023-08-08 00:00:00
interests,education news and general info,2023-08-08 00:00:00
conversation topics,huawei,2023-08-08 00:00:00
conversation topics,telecom,2023-08-08 00:00:00
interests,tech news,2023-08-08 00:00:00
conversation topics,world news,2023-08-08 00:00:00
app activity,install evony ios all,2023-08-08 00:00:00
conversation topics,business news,2023-08-08 00:00:00
follower look-alikes,@binance,2023-08-08 00:00:00
age,18 to 54,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
follower look-alikes,@solana,2023-08-08 00:00:00
follower look-alikes,@binance,2023-08-08 00:00:00
platforms,ios,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
conversation topics,tech news,2023-08-08 00:00:00
keywords,saving,2023-08-08 00:00:00
keywords,investing,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
conversation topics,political news,2023-08-08 00:00:00
conversation topics,world news,2023-08-08 00:00:00
conversation topics,tech news,2023-08-08 00:00:00
conversation topics,business news,2023-08-08 00:00:00
conversation topics,business & finance,2023-08-08 00:00:00
list,aiq_271882_0_1,2023-08-08 00:00:00
languages,english,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
age,18 and up,2023-08-08 00:00:00
keywords,invest,2023-08-08 00:00:00
keywords,music,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
follower look-alikes,@binance,2023-08-08 00:00:00
conversation topics,business & finance,2023-08-08 00:00:00
keywords,saving,2023-08-08 00:00:00
keywords,money,2023-08-08 00:00:00
keywords,invest,2023-08-08 00:00:00
keywords,investing,2023-08-08 00:00:00
keywords,investing,2023-08-08 00:00:00
keywords,credit,2023-08-08 00:00:00
list,aiq_271882_0_1,2023-08-08 00:00:00
languages,english,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
languages,english,2023-08-08 00:00:00
age,18 and up,2023-08-08 00:00:00
keywords,credit,2023-08-08 00:00:00
keywords,investing,2023-08-08 00:00:00
keywords,money,2023-08-08 00:00:00
age,18 to 54,2023-08-08 00:00:00
locations,turkey,2023-08-08 00:00:00
follower look-alikes,@solana,2023-08-08 00:00:00
keywords,art,2023-08-08 00:00:00
keywords,trip,2023-08-09 00:00:00
gender,women,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
keywords,travel,2023-08-09 00:00:00
keywords,booking,2023-08-09 00:00:00
age,18 to 54,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
age,18 to 54,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
os versions,ios 10.0 and above,2023-08-09 00:00:00
app activity,install evony ios all,2023-08-09 00:00:00
keywords,game,2023-08-09 00:00:00
keywords,gaming,2023-08-09 00:00:00
keywords,games,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
interests,national parks,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
follower look-alikes,@huawei,2023-08-09 00:00:00
keywords,beauty,2023-08-09 00:00:00
age,13 and up,2023-08-09 00:00:00
follower look-alikes,@undp,2023-08-09 00:00:00
follower look-alikes,@intel,2023-08-09 00:00:00
interests,commentary,2023-08-09 00:00:00
interests,politics,2023-08-09 00:00:00
conversation topics,huawei,2023-08-09 00:00:00
conversation topics,telecom,2023-08-09 00:00:00
languages,arabic,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
keywords,syrian,2023-08-09 00:00:00
keywords,syrians,2023-08-09 00:00:00
keywords,syria,2023-08-09 00:00:00
conversation topics,cryptocurrencies,2023-08-09 00:00:00
conversation topics,investing,2023-08-09 00:00:00
follower look-alikes,@coinbase,2023-08-09 00:00:00
age,18 to 49,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
keywords,react,2023-08-09 00:00:00
gender,women,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
conversation topics,political news,2023-08-09 00:00:00
conversation topics,world news,2023-08-09 00:00:00
conversation topics,tech news,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
gender,women,2023-08-09 00:00:00
age,18 to 54,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
conversation topics,beauty,2023-08-09 00:00:00
keywords,beauty,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
follower look-alikes,@solana,2023-08-09 00:00:00
conversation topics,beauty,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
list,aiq_271882_0_1,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,invest,2023-08-09 00:00:00
keywords,money,2023-08-09 00:00:00
keywords,saving,2023-08-09 00:00:00
keywords,credit,2023-08-09 00:00:00
conversation topics,business & finance,2023-08-09 00:00:00
conversation topics,business news,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
keywords,fight,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
locations,i̇stanbul,2023-08-09 00:00:00
keywords,syria,2023-08-09 00:00:00
keywords,news,2023-08-09 00:00:00
keywords,middle east,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
list,exclude audience list20210218,2023-08-09 00:00:00
list,exclude audience list,2023-08-09 00:00:00
interests,books news and general info,2023-08-09 00:00:00
interests,romance,2023-08-09 00:00:00
interests,mystery and crime,2023-08-09 00:00:00
interests,"health, mind, and body",2023-08-09 00:00:00
interests,comics,2023-08-09 00:00:00
list,exclude audience list20210118,2023-08-09 00:00:00
keywords,betting,2023-08-09 00:00:00
keywords,bets,2023-08-09 00:00:00
keywords,bookies,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
keywords,twitter,2023-08-09 00:00:00
keywords,all apple,2023-08-09 00:00:00
keywords,spotify,2023-08-09 00:00:00
keywords,apple,2023-08-09 00:00:00
keywords,facebook,2023-08-09 00:00:00
keywords,uber,2023-08-09 00:00:00
conversation topics,tech news,2023-08-09 00:00:00
follower look-alikes,@joerogan,2023-08-09 00:00:00
follower look-alikes,@ufc,2023-08-09 00:00:00
follower look-alikes,@floydmayweather,2023-08-09 00:00:00
follower look-alikes,@thenotoriousmma,2023-08-09 00:00:00
follower look-alikes,@danawhite,2023-08-09 00:00:00
follower look-alikes,@rondarousey,2023-08-09 00:00:00
keywords,betting,2023-08-09 00:00:00
interests,biographies and memoirs,2023-08-09 00:00:00
interests,design,2023-08-09 00:00:00
interests,movie news and general info,2023-08-09 00:00:00
interests,comedy,2023-08-09 00:00:00
app activity,install evony ios all,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
os versions,ios 10.0 and above,2023-08-09 00:00:00
platforms,ios,2023-08-09 00:00:00
follower look-alikes,@solana,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
follower look-alikes,@alarabiya,2023-08-09 00:00:00
follower look-alikes,@alhadath,2023-08-09 00:00:00
follower look-alikes,@bbcarabicalerts,2023-08-09 00:00:00
follower look-alikes,@youm7,2023-08-09 00:00:00
follower look-alikes,@alarabiya_brk,2023-08-09 00:00:00
follower look-alikes,@ajmubasher,2023-08-09 00:00:00
follower look-alikes,@ajarabic,2023-08-09 00:00:00
follower look-alikes,@skynewsarabia,2023-08-09 00:00:00
follower look-alikes,@bbcarabic,2023-08-09 00:00:00
keywords,amazon,2023-08-09 00:00:00
languages,arabic,2023-08-09 00:00:00
keywords,elon musk,2023-08-09 00:00:00
interests,entertaining at home,2023-08-09 00:00:00
interests,sci-fi and fantasy,2023-08-09 00:00:00
interests,celebrity fan and gossip,2023-08-09 00:00:00
interests,music,2023-08-09 00:00:00
interests,screenwriting,2023-08-09 00:00:00
interests,independent,2023-08-09 00:00:00
interests,sci-fi and fantasy,2023-08-09 00:00:00
interests,foreign,2023-08-09 00:00:00
interests,photography,2023-08-09 00:00:00
interests,painting,2023-08-09 00:00:00
interests,comedy,2023-08-09 00:00:00
interests,animation,2023-08-09 00:00:00
interests,freelance writing,2023-08-09 00:00:00
interests,drawing and sketching,2023-08-09 00:00:00
interests,arts and crafts,2023-08-09 00:00:00
interests,dads,2023-08-09 00:00:00
interests,health news and general info,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
keywords,money,2023-08-09 00:00:00
conversation topics,business & finance,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
interests,politics,2023-08-09 00:00:00
interests,commentary,2023-08-09 00:00:00
interests,health news and general info,2023-08-09 00:00:00
interests,entertaining at home,2023-08-09 00:00:00
interests,dads,2023-08-09 00:00:00
interests,arts and crafts,2023-08-09 00:00:00
interests,drawing and sketching,2023-08-09 00:00:00
interests,freelance writing,2023-08-09 00:00:00
interests,animation,2023-08-09 00:00:00
interests,comedy,2023-08-09 00:00:00
interests,painting,2023-08-09 00:00:00
interests,photography,2023-08-09 00:00:00
interests,foreign,2023-08-09 00:00:00
interests,sci-fi and fantasy,2023-08-09 00:00:00
interests,independent,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
list,aiq_271882_0_1,2023-08-09 00:00:00
conversation topics,business & finance,2023-08-09 00:00:00
conversation topics,business news,2023-08-09 00:00:00
list,aiq_271882_0_1,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,strength,2023-08-09 00:00:00
keywords,rehab,2023-08-09 00:00:00
age,13 to 49,2023-08-09 00:00:00
conversation topics,playstation 5,2023-08-09 00:00:00
age,13 to 24,2023-08-09 00:00:00
interests,screenwriting,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
keywords,invest,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,credit,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,saving,2023-08-09 00:00:00
conversation topics,political news,2023-08-09 00:00:00
conversation topics,world news,2023-08-09 00:00:00
conversation topics,tech news,2023-08-09 00:00:00
keywords,money,2023-08-09 00:00:00
interests,music,2023-08-09 00:00:00
keywords,football,2023-08-09 00:00:00
interests,sci-fi and fantasy,2023-08-09 00:00:00
conversation topics,political news,2023-08-09 00:00:00
conversation topics,world news,2023-08-09 00:00:00
conversation topics,tech news,2023-08-09 00:00:00
conversation topics,business news,2023-08-09 00:00:00
conversation topics,business & finance,2023-08-09 00:00:00
list,aiq_271882_0_1,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
languages,english,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
keywords,credit,2023-08-09 00:00:00
keywords,invest,2023-08-09 00:00:00
keywords,saving,2023-08-09 00:00:00
conversation topics,political news,2023-08-09 00:00:00
conversation topics,business news,2023-08-09 00:00:00
interests,celebrity fan and gossip,2023-08-09 00:00:00
conversation topics,tech news,2023-08-09 00:00:00
keywords,invest,2023-08-09 00:00:00
keywords,saving,2023-08-09 00:00:00
conversation topics,world news,2023-08-09 00:00:00
keywords,money,2023-08-09 00:00:00
interests,comedy,2023-08-09 00:00:00
interests,movie news and general info,2023-08-09 00:00:00
interests,design,2023-08-09 00:00:00
interests,biographies and memoirs,2023-08-09 00:00:00
interests,comics,2023-08-09 00:00:00
interests,"health, mind, and body",2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
interests,romance,2023-08-09 00:00:00
interests,books news and general info,2023-08-09 00:00:00
interests,mystery and crime,2023-08-09 00:00:00
conversation topics,huawei,2023-08-09 00:00:00
list,exclude audience list,2023-08-09 00:00:00
list,exclude audience list20210118,2023-08-09 00:00:00
list,exclude audience list20210218,2023-08-09 00:00:00
locations,turkey,2023-08-09 00:00:00
age,18 and up,2023-08-09 00:00:00
keywords,investing,2023-08-09 00:00:00
keywords,credit,2023-08-09 00:00:00
conversation topics,telecom,2023-08-09 00:00:00
interests,drawing and sketching,2023-08-10 00:00:00
interests,freelance writing,2023-08-10 00:00:00
interests,animation,2023-08-10 00:00:00
interests,comedy,2023-08-10 00:00:00
interests,painting,2023-08-10 00:00:00
interests,photography,2023-08-10 00:00:00
interests,movie news and general info,2023-08-10 00:00:00
interests,sci-fi and fantasy,2023-08-10 00:00:00
interests,independent,2023-08-10 00:00:00
interests,screenwriting,2023-08-10 00:00:00
interests,music,2023-08-10 00:00:00
interests,celebrity fan and gossip,2023-08-10 00:00:00
interests,sci-fi and fantasy,2023-08-10 00:00:00
interests,comedy,2023-08-10 00:00:00
interests,foreign,2023-08-10 00:00:00
interests,arts and crafts,2023-08-10 00:00:00
age,18 to 54,2023-08-10 00:00:00
interests,entertaining at home,2023-08-10 00:00:00
interests,design,2023-08-10 00:00:00
follower look-alikes,@googleplay,2023-08-10 00:00:00
follower look-alikes,@techcrunch,2023-08-10 00:00:00
keywords,apple,2023-08-10 00:00:00
keywords,fashion,2023-08-10 00:00:00
keywords,music,2023-08-10 00:00:00
interests,tech news,2023-08-10 00:00:00
interests,technology,2023-08-10 00:00:00
locations,turkey,2023-08-10 00:00:00
platforms,ios,2023-08-10 00:00:00
device models,iphone 11,2023-08-10 00:00:00
conversation topics,playstation 5,2023-08-10 00:00:00
locations,turkey,2023-08-10 00:00:00
age,13 to 24,2023-08-10 00:00:00
interests,politics,2023-08-10 00:00:00
interests,commentary,2023-08-10 00:00:00
interests,health news and general info,2023-08-10 00:00:00
interests,dads,2023-08-10 00:00:00
interests,biographies and memoirs,2023-08-10 00:00:00
follower look-alikes,@soundcloud,2023-08-10 00:00:00
interests,"health, mind, and body",2023-08-10 00:00:00
keywords,gaming,2023-08-10 00:00:00
interests,venues,2023-08-10 00:00:00
interests,music news and general info,2023-08-10 00:00:00
interests,comedy,2023-08-10 00:00:00
interests,music,2023-08-10 00:00:00
follower look-alikes,@music,2023-08-10 00:00:00
follower look-alikes,@netflixtudum,2023-08-10 00:00:00
locations,turkey,2023-08-10 00:00:00
follower look-alikes,@callofduty,2023-08-10 00:00:00
follower look-alikes,@marvel,2023-08-10 00:00:00
follower look-alikes,@universalpics,2023-08-10 00:00:00
follower look-alikes,@amazonmusic,2023-08-10 00:00:00
follower look-alikes,@youtube,2023-08-10 00:00:00
follower look-alikes,@paramountpics,2023-08-10 00:00:00
follower look-alikes,@fazeclan,2023-08-10 00:00:00
follower look-alikes,@verge,2023-08-10 00:00:00
follower look-alikes,@spotify,2023-08-10 00:00:00
follower look-alikes,@coinbase,2023-08-10 00:00:00
conversation topics,cryptocurrencies,2023-08-10 00:00:00
locations,turkey,2023-08-10 00:00:00
interests,mystery and crime,2023-08-10 00:00:00
interests,romance,2023-08-10 00:00:00
interests,books news and general info,2023-08-10 00:00:00
conversation topics,huawei,2023-08-10 00:00:00
list,exclude audience list,2023-08-10 00:00:00
list,exclude audience list20210118,2023-08-10 00:00:00
list,exclude audience list20210218,2023-08-10 00:00:00
locations,turkey,2023-08-10 00:00:00
age,18 and up,2023-08-10 00:00:00
follower look-alikes,@steam,2023-08-10 00:00:00
keywords,middle east,2023-08-10 00:00:00
keywords,syria,2023-08-10 00:00:00
keywords,news,2023-08-10 00:00:00
locations,i̇stanbul,2023-08-10 00:00:00
platforms,ios,2023-08-10 00:00:00
keywords,security,2023-08-10 00:00:00
follower look-alikes,@tiesto,2023-08-10 00:00:00
interests,comics,2023-08-10 00:00:00
follower look-alikes,@mkbhd,2023-08-10 00:00:00
follower look-alikes,@samsungmobile,2023-08-10 00:00:00
follower look-alikes,@tim_cook,2023-08-10 00:00:00
interests,photography,2023-08-10 00:00:00
interests,foreign,2023-08-10 00:00:00
interests,sci-fi and fantasy,2023-08-10 00:00:00
interests,independent,2023-08-10 00:00:00
interests,screenwriting,2023-08-10 00:00:00
interests,music,2023-08-10 00:00:00
interests,celebrity fan and gossip,2023-08-10 00:00:00
interests,sci-fi and fantasy,2023-08-10 00:00:00
interests,comedy,2023-08-10 00:00:00
interests,movie news and general info,2023-08-10 00:00:00
interests,design,2023-08-10 00:00:00
interests,biographies and memoirs,2023-08-10 00:00:00
interests,comics,2023-08-10 00:00:00
interests,"health, mind, and body",2023-08-10 00:00:00
interests,mystery and crime,2023-08-10 00:00:00
interests,painting,2023-08-10 00:00:00
interests,comedy,2023-08-10 00:00:00
interests,animation,2023-08-10 00:00:00
interests,freelance writing,2023-08-10 00:00:00
